Player,bbref_id,PlayerID,status,pos,height,weight,num,code,team_id,team_name,birthdate,age,exp,school,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Matisse Thybulle,thybuma01,1629680,,G-F,77,201,22,PHI,1610612755,Philadelphia 76ers,3/4/1997,22,0,Washington,2020,2358,1110,-1.604880738,3.800512286,2.195631548,-1.913447302,1.321215453,-0.5922318496,-1.774752291,3.476086423,1.701334133,2.53133827,2.53133827,0,-1.390183481,4.147142283,2.756958802,0.4228497213
Mike Scott,scottmi01,203118,,F,79,237,1,PHI,1610612755,Philadelphia 76ers,7/16/1988,31,7,Virginia,2020,2371,1119,-0.145740119,-2.122716959,-2.268457078,2.506533296,0.1183106628,2.624843959,0.3952096722,-1.813359622,-1.418149949,0.7559717618,0.7559717618,0,0.5259658847,-2.106694324,-1.580728439,-0.5902541177
Norvel Pelle,pelleno01,203658,,F,82,231,14,PHI,1610612755,Philadelphia 76ers,2/3/1993,26,0,Iona,2020,371,178,-4.936273949,-2.423585952,-7.359859901,-5.717627274,-5.535242744,-11.25287002,-5.40258659,-3.265701629,-8.668288219,-0.5346070274,-0.5346070274,0,-4.753179868,-1.535295615,-6.288475483,-0.543914254
Raul Neto,netora01,203526,,G,73,170,19,PHI,1610612755,Philadelphia 76ers,5/19/1992,27,4,,2020,1193,565,-0.9672784654,3.521260197,2.553981732,-4.97489095,3.337609975,-1.637280975,-1.871146832,3.656257936,1.785111105,1.304806345,1.304806345,0,-1.646075883,2.72480657,1.078730687,-0.1949457338
Shake Milton,miltosh01,1629003,Starter,G-F,77,205,18,PHI,1610612755,Philadelphia 76ers,9/26/1996,23,1,Southern Methodist,2020,1273,611,0.7612861832,-2.246289996,-1.485003813,2.429503956,-3.346916652,-0.9174126953,1.154777558,-2.644016312,-1.489238754,0.3927321467,0.3927321467,0,1.034847329,-2.355795933,-1.320948603,-0.07467954452
Tobias Harris,harrito02,202699,Starter,F,80,226,12,PHI,1610612755,Philadelphia 76ers,7/15/1992,27,8,Tennessee,2020,4628,2243,0.4676763834,-1.09247562,-0.6247992366,1.291987865,1.171339552,2.463327417,0.6632000717,-0.7190854305,-0.05588535877,3.030104618,3.030104618,0,1.132768244,0.08850223205,1.221270476,-1.752982764
Trey Burke,burketr01,203504,Waived,G,72,191,23,PHI,1610612755,Philadelphia 76ers,11/12/1992,26,6,Michigan,2020,734,359,3.887477814,-2.156386244,1.73109157,4.2016534,-2.408323615,1.793329786,4.169640666,-2.380026079,1.789614587,0.8031788525,0.8031788525,0,2.737368781,-2.493000028,0.2443687526,-1.720153511
Zhaire Smith,smithzh01,1629015,G-League,G,75,205,5,PHI,1610612755,Philadelphia 76ers,6/4/1999,20,1,Texas Tech,2020,72,32,-8.009677379,-0.1935961268,-8.203273506,-2.439554231,-9.411050659,-11.85060489,-7.325642854,-2.146499959,-9.472142813,-0.1104153522,-0.1104153522,0,-7.753810578,-0.8515525747,-8.605363152,0.6199152008
Aron Baynes,baynear01,203382,GTD,C-F,82,260,46,PHX,1610612756,Phoenix Suns,12/9/1986,32,7,Washington State,2020,2005,934,-0.9491749561,0.2596549485,-0.6895200075,0.5113466963,-1.246372697,-0.7350260003,-0.704867835,-0.02441074372,-0.7292785787,0.9668263269,0.9668263269,0,-1.061270043,0.7606482422,-0.3006218012,0.412976199
Cameron Johnson,johnsca02,1629661,GTD,F,80,210,23,PHX,1610612756,Phoenix Suns,3/3/1996,23,0,North Carolina,2020,2217,1021,-0.1206119533,-0.552469004,-0.6730809574,-3.808496445,0.02327812575,-3.78521832,-0.9060950896,-0.4490860232,-1.355181113,0.726549782,0.726549782,0,-1.586940285,-0.776691523,-2.363631808,-0.004377859846
Cameron Payne,payneca01,1626166,,G,73,183,15,PHX,1610612756,Phoenix Suns,8/8/1994,25,4,Murray State,2020,44,19,3.576838731,2.288450312,5.865289043,-1.418884426,18.75658807,17.33770365,2.726202742,5.864686788,8.59088953,0.1124142319,0.1124142319,0,-0.4018421321,3.869580509,3.467738377,2.299198101
Cheick Diallo,diallch01,1627767,,F-C,80,219,14,PHX,1610612756,Phoenix Suns,9/13/1996,23,3,Kansas,2020,991,467,-1.038158233,1.272803681,0.234645448,-3.152212023,-0.5835172559,-3.735729278,-1.545033346,0.9853170575,-0.5597162887,0.521860817,0.521860817,0,-1.361208884,0.2108365255,-1.150372358,-7.09E-04
Dario Saric,saricda01,203967,Starter,PF,82,216,20,PHX,1610612756,Phoenix Suns,4/8/1994,25,3,,2020,3143,1469,-0.7541400942,0.5696824285,-0.1844576657,-0.06249597683,-3.323292891,-3.385788868,-0.6656446468,-0.1950798809,-0.8607245278,1.417989016,1.417989016,0,-1.056245438,0.1439105506,-0.9123348869,0.1446314008
Deandre Ayton,aytonde01,1629028,GTD,C,83,250,22,PHX,1610612756,Phoenix Suns,7/23/1998,21,1,Arizona,2020,2200,1031,-1.727804326,2.787451881,1.059647554,-0.6091085875,0.9606725242,0.3515639367,-1.593079023,2.596822824,1.003743801,1.972661156,1.972661156,0,-1.294110663,2.606912115,1.312801452,-0.09654990097
Devin Booker,bookede01,1626164,Starter,SG,77,206,1,PHX,1610612756,Phoenix Suns,10/30/1996,22,4,Kentucky,2020,4866,2277,3.191215305,-2.908282037,0.282933268,6.708473853,-2.977691598,3.730782254,4.13621243,-3.085880518,1.050331912,4.474141432,4.474141432,0,3.687059482,-2.82111457,0.865944912,1.36779976
Elie Okobo,okoboel01,1629059,,F-G,75,190,2,PHX,1610612756,Phoenix Suns,10/23/1997,21,1,,2020,1489,707,-1.327603817,-2.984806209,-4.312410026,-2.460606462,-0.7755571502,-3.236163612,-1.651144653,-2.686522,-4.337666653,-0.5649726871,-0.5649726871,0,-1.984269876,-2.670875094,-4.65514497,-1.374508402
Frank Kaminsky,kaminfr01,1626163,Out,F-C,84,231,8,PHX,1610612756,Phoenix Suns,4/4/1993,26,4,Wisconsin,2020,1584,728,-1.549129653,-1.012461264,-2.561590917,-2.317163256,0.2052417315,-2.111921524,-1.811115722,-0.8090988677,-2.62021459,0.04827764767,0.04827764767,0,-2.448137522,-0.3724243297,-2.820561851,0.1524087181
Jalen Lecque,lecquja01,1629665,G-League,G,76,185,0,PHX,1610612756,Phoenix Suns,6/13/2000,19,0,Brewster Academy,2020,57,26,-2.732234458,-0.3463278137,-3.078562272,-4.20052572,-7.70664551,-11.90717123,-3.16278275,-1.840819208,-5.003601959,-0.02995512981,-0.02995512981,0,0.9564542696,-2.869400264,-1.912945994,0.2069494192
Jared Harper,harpeja01,1629607,G-League,G,70,175,12,PHX,1610612756,Phoenix Suns,9/14/1997,22,0,Auburn,2020,18,8,-11.38412292,-13.2640209,-24.64814382,-15.28454405,-28.36260936,-43.64715342,-12.88181529,-17.19837567,-30.08019096,-0.1104307748,-0.1104307748,0,-7.046536345,-16.46065864,-23.50719499,-1.024299913
Jevon Carter,carteje01,1628975,,G,73,200,4,PHX,1610612756,Phoenix Suns,9/14/1995,24,1,West Virginia,2020,1673,779,-0.2673949197,-0.3388733334,-0.6062682531,-3.453368909,0.9421492702,-2.511219639,-0.9640054441,-0.07872274999,-1.042728194,0.673054942,0.673054942,0,-0.8588374669,0.2435852298,-0.6152522371,-0.8257814089
Kelly Oubre Jr.,oubreke01,1626162,Out,F-G,79,203,3,PHX,1610612756,Phoenix Suns,12/9/1995,23,4,Kansas,2020,4128,1933,0.3210263738,0.7010222543,1.022048628,-1.097704831,0.3156067246,-0.7820981065,0.04717731239,0.68090215,0.7280794624,3.443984941,3.443984941,0,-0.3356169628,1.471780492,1.136163529,0.4117365924
Mikal Bridges,bridgmi01,1628969,Starter,SF,78,209,25,PHX,1610612756,Phoenix Suns,8/30/1996,23,1,Villanova,2020,3891,1806,0.1021901712,1.444308756,1.546498928,-0.411527092,1.85790725,1.446380158,-0.01427401575,1.634552788,1.620278772,4.030293314,4.030293314,0,-0.5188643592,2.033351437,1.514487077,0.08678123824
Ricky Rubio,rubiori01,201937,Starter,PG,75,180,11,PHX,1610612756,Phoenix Suns,10/21/1990,29,8,,2020,3955,1831,1.101091522,-0.4416872093,0.6594043123,3.662452951,1.852507189,5.51496014,1.699337565,0.02379402944,1.723131594,4.217473561,4.217473561,0,1.19625016,0.9421679067,2.138418067,0.9466808427
Tariq Owens,owensta01,1629745,G-League,F,82,205,41,PHX,1610612756,Phoenix Suns,6/30/1995,24,0,Texas Tech,2020,31,15,-1.743774358,-13.56001965,-15.30379401,-9.954830006,-14.00153683,-23.95636683,-3.513329744,-14.41299912,-17.92632887,-0.1152881953,-0.1152881953,0,3.156063311,-10.38190083,-7.225837519,-0.7520257098
Ty Jerome,jeromty01,1629660,,G-F,77,195,10,PHX,1610612756,Phoenix Suns,7/8/1997,22,0,Virginia,2020,675,315,-1.774397389,-1.385482052,-3.159879441,-6.877482191,-2.463433963,-9.340916154,-2.951897757,-1.67619828,-4.628096038,-0.3006865888,-0.3006865888,0,-3.063400052,-1.12280292,-4.186202972,-0.3879277392
Tyler Johnson,johnsty01,204020,Waived,G,75,186,16,PHX,1610612756,Phoenix Suns,5/7/1992,27,5,Fresno State,2020,1171,534,-3.497999813,-1.851492886,-5.349492699,-7.276256547,1.568437774,-5.707818773,-4.509875873,-1.238028082,-5.747903955,-0.8161839575,-0.8161839575,0,-4.274914898,-1.408583988,-5.683498886,-0.07014361711
Anfernee Simons,simonan01,1629014,,G,75,181,1,POR,1610612757,Portland Trail Blazers,6/8/1999,20,1,,2020,3007,1400,-1.608477781,-3.427859351,-5.036337133,-5.178889329,-3.197235805,-8.376125134,-2.474293967,-3.537810178,-6.012104145,-2.320771469,-2.320771469,0,-2.096675791,-3.172393599,-5.26906939,-0.4064552023
Caleb Swanigan,swanica01,1628403,,F,81,249,50,POR,1610612757,Portland Trail Blazers,4/18/1997,22,2,Purdue,2020,625,288,-4.796147061,-2.231714813,-7.027861873,1.177764312,-2.505971173,-1.328206861,-3.838709678,-2.360867867,-6.199577546,-0.5103472173,-0.5103472173,0,-3.903098264,-1.328307758,-5.231406022,1.976743618
Carmelo Anthony,anthoca01,2546,Starter,F,80,238,0,POR,1610612757,Portland Trail Blazers,5/29/1984,35,16,Syracuse,2020,3467,1660,-2.37202328,-3.468612563,-5.840635844,2.343581004,-3.162081894,-0.8185008903,-1.567500621,-3.577123072,-5.144623693,-2.007103839,-2.007103839,0,-0.9933453811,-3.37637658,-4.369721961,-1.055217755
CJ McCollum,mccolcj01,203468,Starter,G,75,197,3,POR,1610612757,Portland Trail Blazers,9/19/1991,28,6,Lehigh,2020,4812,2275,2.353300774,-1.567107361,0.7861934128,3.771531017,-0.5250915426,3.246439475,2.740207129,-1.401441117,1.338766012,4.715716733,4.715716733,0,3.118354304,-1.181850688,1.936503616,-0.647708439
Damian Lillard,lillada01,203081,Out,G,74,195,0,POR,1610612757,Portland Trail Blazers,7/15/1990,29,7,Weber State,2020,4649,2185,8.367640167,-2.439125018,5.928515149,3.453872802,0.4773471123,3.931219914,7.791238692,-1.941520685,5.849718008,9.689827031,9.689827031,0,8.019884867,-1.908563758,6.111321109,1.095667749
Gary Trent Jr.,trentga02,1629018,Starter,G-F,77,209,2,POR,1610612757,Portland Trail Blazers,1/18/1999,20,1,Duke,2020,2311,1086,0.4239073822,-0.2491513834,0.1747559987,-1.651507693,-2.830681126,-4.482188819,0.005982089472,-0.7585513217,-0.7525692322,1.100341951,1.100341951,0,-0.4992619829,-1.258877984,-1.758139967,-0.5888634358
Hassan Whiteside,whiteha01,202355,Starter,C,84,235,21,POR,1610612757,Portland Trail Blazers,6/13/1989,30,7,Marshall,2020,4059,1928,0.3597509435,2.778621176,3.138372119,2.988804586,-0.6251580764,2.363646509,0.9027861546,2.30629101,3.209077165,5.824817014,5.824817014,0,0.6860813246,2.041219501,2.727300825,-0.6425277537
Jaylen Hoard,hoardja01,1629658,G-League,F,80,216,6,POR,1610612757,Portland Trail Blazers,3/30/1999,20,0,Wake Forest,2020,221,103,-0.5980288007,-4.859935212,-5.457964012,1.984480716,1.998040685,3.982521401,-0.09703868189,-3.667952105,-3.764990787,-0.05311961362,-0.05311961362,0,-0.5033677119,-4.02631489,-4.529682602,-0.4183707907
Jusuf Nurkic,nurkiju01,203994,,C,84,290,27,POR,1610612757,Portland Trail Blazers,8/23/1994,25,5,Cedevita Zagreb,2020,72,33,-0.4258905085,-5.360548516,-5.786439024,-4.566312728,-3.12896165,-7.695274378,-1.361727713,-5.147914182,-6.509641895,-0.0649541102,-0.0649541102,0,-0.6907739919,-1.909776687,-2.600550679,2.666262261
Mario Hezonja,hezonma01,1626209,,F-G,80,201,44,POR,1610612757,Portland Trail Blazers,2/25/1995,24,4,,2020,1714,790,-2.769556449,-1.174299865,-3.943856314,-5.237186738,-0.4581286853,-5.695315423,-3.460615634,-1.044222814,-4.504838448,-0.7087643621,-0.7087643621,0,-2.995627285,-1.833081533,-4.828708818,0.2109490151
Moses Brown,brownmo01,1629650,G-League,C,86,245,4,POR,1610612757,Portland Trail Blazers,10/13/1999,20,0,UCLA,2020,74,33,-8.703612824,-11.42072685,-20.12433967,-9.317269814,-16.41688003,-25.73414985,-9.399747624,-13.08952659,-22.48927422,-0.3373071099,-0.3373071099,0,-6.671284014,-10.95062318,-17.62190719,1.523880755
Nassir Little,littlna01,1629642,,F-G,77,220,9,POR,1610612757,Portland Trail Blazers,2/11/2000,19,0,North Carolina,2020,1244,573,-1.941822361,-1.359264723,-3.301087084,0.629409629,-2.204588612,-1.575178983,-1.524897399,-1.56197303,-3.086870429,-0.0982037461,-0.0982037461,0,-1.053687825,-2.454183451,-3.507871276,-0.2884730703
Rodney Hood,hoodro01,203918,Out,G-F,80,208,5,POR,1610612757,Portland Trail Blazers,10/20/1992,27,5,Duke,2020,1332,619,0.3770510128,-0.4697320519,-0.09268103908,0.3233391707,1.588672623,1.912011794,0.3812079914,-0.03226431117,0.3489436803,0.977693625,0.977693625,0,0.3156134622,-0.2928183444,0.02279511782,-0.1037650561
Trevor Ariza,arizatr01,2772,Starter,F,80,215,0,POR,1610612757,Portland Trail Blazers,6/30/1985,34,15,UCLA,2020,3134,1493,-1.510932376,1.443110035,-0.06782234076,-1.155590466,1.551907727,0.3963172609,-1.521673584,1.585129422,0.06345583794,2.137755542,2.137755542,0,-1.613669339,1.55051063,-0.063158709,-0.01050908262
Wenyen Gabriel,gabriwe01,1629117,,F,81,205,32,POR,1610612757,Portland Trail Blazers,3/26/1997,22,0,Kentucky,2020,464,210,-3.722643678,-0.5770458946,-4.299689573,-2.159645276,-1.982171864,-4.14181714,-3.604052852,-0.8431849824,-4.447237834,-0.1797183955,-0.1797183955,0,-4.306048762,-0.2745939701,-4.580642732,0.4946688614
Zach Collins,colliza01,1628380,Out,F-C,83,232,33,POR,1610612757,Portland Trail Blazers,11/19/1997,21,2,Gonzaga,2020,261,123,-2.034923899,2.36933704,0.3344131403,4.641227859,3.632022296,8.273250154,-0.7698263338,2.853053485,2.083227151,0.3052705712,0.3052705712,0,-1.723086546,2.00322651,0.2801399643,0.660301619
Alex Len,lenal01,203458,Bench,C,84,250,25,SAC,1610612758,Sacramento Kings,6/16/1993,26,6,Maryland,2020,1951,895,-1.595760422,2.366132606,0.7703721836,-4.706745658,1.984182856,-2.722562802,-2.309854562,2.488640379,0.1787858168,1.340157963,1.340157963,0,-1.940901894,1.220530295,-0.7203715997,-0.2276804885
Anthony Tolliver,tollian01,201229,,F,80,240,43,SAC,1610612758,Sacramento Kings,6/1/1985,34,11,Creighton,2020,1608,747,-3.042220187,1.158722322,-1.883497864,-2.922316406,-2.965633536,-5.887949942,-3.196891068,0.4131475556,-2.783743512,-0.007686537165,-0.007686537165,0,-2.721038036,-0.7419595509,-3.462997587,0.1595718183
Bogdan Bogdanovic,bogdabo01,203992,Starter,G,78,205,8,SAC,1610612758,Sacramento Kings,8/18/1992,27,2,,2020,3171,1542,1.434003472,-0.6291872855,0.8048161868,-0.7589632276,-0.4388900463,-1.197853274,1.071001699,-0.6182360238,0.4527656752,2.502163748,2.502163748,0,1.395502411,-0.2304872036,1.165015208,-0.7102052324
Buddy Hield,hieldbu01,1627741,Bench,G,76,212,24,SAC,1610612758,Sacramento Kings,12/17/1992,26,3,Oklahoma,2020,4326,2064,1.449686119,-1.466854838,-0.01716871942,0.6170367701,-1.252111961,-0.6350751906,1.371934704,-1.499959048,-0.1280243439,2.776225443,2.776225443,0,2.097043394,-0.9557379055,1.141305489,0.5595877911
Cory Joseph,josepco01,202709,,G,75,193,9,SAC,1610612758,Sacramento Kings,8/20/1991,28,8,Texas,2020,3244,1565,-1.579657185,0.5396889322,-1.039968253,-1.845888106,2.744181258,0.898293152,-1.718178557,1.044471634,-0.6737069233,1.629827102,1.629827102,0,-1.941623486,1.000158024,-0.9414654624,-1.723832194
DaQuan Jeffries,jeffrda01,1629610,G-League,G-F,77,230,19,SAC,1610612758,Sacramento Kings,8/30/1997,22,0,Tulsa,2020,65,26,-0.6362063611,2.34939543,1.713189069,-8.0891695,16.65792608,8.568756584,-2.189288334,5.529814373,3.340526038,0.08192605365,0.08192605365,0,-1.438127877,1.587281402,0.1491535243,1.431786244
De'Aaron Fox,foxde01,1628368,Starter,G,75,175,5,SAC,1610612758,Sacramento Kings,12/20/1997,21,2,Kentucky,2020,3116,1464,2.490177273,-1.426869025,1.063308247,2.567134483,-4.103323619,-1.536189136,2.665430722,-2.059808579,0.6056221433,2.540245956,2.540245956,0,2.528726834,-1.22567542,1.303051414,1.376486074
Eric Mika,mikaer01,1628450,Waived,C-F,82,233,42,SAC,1610612758,Sacramento Kings,1/5/1995,25,0,BYU,2020,41,19,2.862531814,3.020354045,5.882885859,8.266928851,4.934610335,13.20153919,4.22658621,3.653515366,7.880101576,0.1027874114,0.1027874114,0,5.742292861,2.679654645,8.421947506,-0.2560594647
Harrison Barnes,barneha02,203084,Starter,F,80,225,40,SAC,1610612758,Sacramento Kings,5/30/1992,27,7,North Carolina,2020,4759,2267,-0.2481682824,-0.7340662616,-0.982234544,1.023292225,-0.8197837761,0.2035084491,0.01340342039,-0.7828231797,-0.7694197593,2.295891982,2.295891982,0,-0.2777086598,-1.008401402,-1.286110062,0.2273904656
Harry Giles III,gilesha01,1628385,Starter,F-C,83,240,20,SAC,1610612758,Sacramento Kings,4/22/1998,21,1,Duke,2020,1230,583,-2.592877466,-2.882097091,-5.474974557,-0.5959502461,-3.649721094,-4.24567134,-2.327859514,-3.218562025,-5.546421539,-0.8303818476,-0.8303818476,0,-1.882375926,-2.622817997,-4.505193923,-0.1722097961
Jabari Parker,parkeja01,203953,,F,80,245,5,SAC,1610612758,Sacramento Kings,3/15/1995,24,5,Duke,2020,1858,852,0.225085766,-1.194787397,-0.9697016307,1.737347319,-3.596878949,-1.85953163,0.6251185467,-1.705519688,-1.080401141,0.7331120343,0.7331120343,0,1.23594306,-0.8093069032,0.4266361572,0.4158123639
Justin James,jamesju01,1629713,Out,G-F,79,190,10,SAC,1610612758,Sacramento Kings,1/24/1997,22,0,Wyoming,2020,473,218,-2.140620585,0.6142479837,-1.526372601,-7.279194973,6.53248597,-0.7467090028,-3.313183606,1.922156106,-1.3910275,0.1512524087,0.1512524087,0,-2.492162887,-0.2017387415,-2.693901629,0.06923872323
Kent Bazemore,bazemke01,203145,Bench,G-F,76,195,24,SAC,1610612758,Sacramento Kings,7/1/1989,30,7,Old Dominion,2020,3480,1627,-2.163956929,2.209760328,0.04580339827,-3.844879414,4.114975687,0.2700962736,-2.656048594,2.785580836,0.1295322419,2.401742885,2.401742885,0,-1.995841831,2.440087465,0.4442456338,0.7103106798
Kyle Guy,guyky01,1629657,G-League,G,73,167,7,SAC,1610612758,Sacramento Kings,8/11/1997,22,0,Virginia,2020,10,4,-3.034407682,-9.438542485,-12.47295017,4.019315293,-24.81523073,-20.79591544,-1.70607497,-13.18981196,-14.89588693,-0.02493297366,-0.02493297366,0,2.399656098,-10.82794253,-8.428286429,0.5993830835
Marvin Bagley III,baglema01,1628963,Out,F,83,235,35,SAC,1610612758,Sacramento Kings,3/14/1999,20,1,Duke,2020,706,334,-3.673711846,0.736937935,-2.936773911,-4.369650773,-3.617650163,-7.987300936,-4.030132399,-0.1133710617,-4.143503461,-0.2377721851,-0.2377721851,0,-3.434442839,0.1051899122,-3.329252927,0.1330468386
Nemanja Bjelica,bjeline01,202357,Starter,F,82,234,88,SAC,1610612758,Sacramento Kings,5/9/1988,31,4,,2020,3830,1852,1.329768529,-0.5929418424,0.7368266866,3.831300338,-2.638541398,1.19275894,1.946517128,-1.050943257,0.8955738711,3.423720972,3.423720972,0,1.756381556,-0.1990788389,1.557302717,-0.6202985641
Richaun Holmes,holmeri01,1626158,Out,F,82,235,22,SAC,1610612758,Sacramento Kings,10/15/1993,26,4,Bowling Green,2020,2359,1149,-0.216398346,1.378066465,1.161668119,0.9064223844,0.9166704904,1.823092875,0.01772194482,1.371982502,1.389704447,2.409799392,2.409799392,0,-0.8494165272,1.968601771,1.119185244,-0.7136251449
Yogi Ferrell,ferreyo01,1627812,,G,72,178,3,SAC,1610612758,Sacramento Kings,5/9/1993,26,3,Indiana,2020,1013,484,-1.649770438,1.317950165,-0.3318202737,-5.157409528,3.220503904,-1.936905624,-2.465760818,1.818509171,-0.6472516472,0.5158414292,0.5158414292,0,-2.341035745,-0.0383793978,-2.379415143,-0.6688267233
Bryn Forbes,forbebr01,1627854,Starter,SG,74,190,11,SAS,1610612759,San Antonio Spurs,7/23/1993,26,3,Michigan State,2020,3303,1579,0.2727481841,-3.180738831,-2.907990647,-1.523915997,-3.524197405,-5.048113403,-0.1014714673,-3.428153124,-3.529624592,-0.624896225,-0.624896225,0,-0.4111770404,-2.861393753,-3.272570794,-0.5154796744
Chimezie Metu,metuch01,1629002,G-League,F-C,81,225,7,SAS,1610612759,San Antonio Spurs,3/22/1997,22,1,USC,2020,155,73,1.153838045,0.6063257746,1.76016382,-3.50581457,2.045749436,-1.460065135,0.2372037045,1.018154115,1.25535782,0.1472399355,0.1472399355,0,0.8952916867,-1.643669315,-0.7483776282,-1.325205303
Dejounte Murray,murrade01,1627749,Starter,PG,76,170,5,SAS,1610612759,San Antonio Spurs,9/19/1996,23,2,Washington,2020,3090,1468,-0.2581062001,0.2750798538,0.01697365364,0.104816795,-2.257577769,-2.152760974,-0.2205030986,-0.1946091046,-0.4151122032,1.748710728,1.748710728,0,-0.02919206205,1.296376309,1.267184247,-0.003417645358
DeMar DeRozan,derozde01,201942,Starter,SF,78,220,10,SAS,1610612759,San Antonio Spurs,8/7/1989,30,10,USC,2020,4458,2129,2.805025179,-2.380284635,0.4247405438,1.874291104,-2.332066925,-0.4577758215,2.737018732,-2.509956057,0.227062675,3.202602957,3.202602957,0,1.364400614,-2.210664383,-0.8462637687,-0.9819732849
Derrick White,whitede01,1628401,,G,76,190,4,SAS,1610612759,San Antonio Spurs,7/2/1994,25,2,Colorado,2020,3230,1502,1.607808701,1.780917239,3.38872594,-1.813028673,2.105723074,0.2926944007,0.979988707,2.013443636,2.993432343,4.405528327,4.405528327,0,0.4053659121,2.007192847,2.412558759,0.09778088654
Drew Eubanks,eubandr01,1629234,,F-C,81,245,14,SAS,1610612759,San Antonio Spurs,2/1/1997,22,1,Oregon State,2020,288,132,-2.073817052,-4.541978361,-6.615795413,-4.367021907,-7.533434956,-11.90045686,-2.662269218,-5.362049912,-8.02431913,-0.3583634196,-0.3583634196,0,-3.487635251,-4.769889778,-8.257525029,0.9066225069
Jakob Poeltl,poeltja01,1627751,,C,85,230,25,SAS,1610612759,San Antonio Spurs,10/15/1995,24,3,Utah,2020,2166,997,-0.5513434268,2.980350871,2.429007444,3.947463001,0.5081395622,4.455602563,0.3601321201,2.720326916,3.080459037,2.977419212,2.977419212,0,-0.05429471185,2.182991231,2.12869652,0.400462208
Keldon Johnson,johnske04,1629640,,F-G,77,211,3,SAS,1610612759,San Antonio Spurs,10/11/1999,20,0,Kentucky,2020,274,122,-0.8924445284,-2.613918044,-3.506362573,-0.4698143591,5.425165458,4.955351099,-0.8398256061,-1.061953021,-1.901778628,0.05298917847,0.05298917847,0,-1.191234049,-2.65992408,-3.851158129,0.3712422257
LaMarcus Aldridge,aldrila01,200746,Out,C-F,83,260,12,SAS,1610612759,San Antonio Spurs,7/19/1985,34,13,Texas,2020,3648,1754,-0.6370685049,1.052636557,0.4155680524,-1.00219912,-0.8020220004,-1.80422112,-0.7902624345,0.7751602699,-0.01510216466,2.414398691,2.414398691,0,-0.7129756807,1.185906596,0.4729309156,-1.37692416
Lonnie Walker IV,walkelo01,1629022,Starter,PF,77,204,1,SAS,1610612759,San Antonio Spurs,12/14/1998,20,1,Miami,2020,1706,799,-1.944335939,-1.029694234,-2.974030173,-0.3382139791,0.15476992,-0.183444059,-1.740158514,-0.8214132488,-2.561571762,0.07661595208,0.07661595208,0,-1.555868933,-1.534453651,-3.090322584,-0.2613252925
Luka Samanic,samanlu01,1629677,,F,82,227,19,SAS,1610612759,San Antonio Spurs,1/9/2000,19,0,Union Olimpija,2020,26,12,-5.953585936,-5.416542673,-11.37012861,-7.737895519,19.91832192,12.18042641,-6.61893647,-0.3432569015,-6.962193371,-0.02552984658,-0.02552984658,0,-0.8571525012,-2.060395363,-2.917547864,-1.024022648
Marco Belinelli,belinma01,201158,,G,77,210,18,SAS,1610612759,San Antonio Spurs,3/25/1986,33,12,,2020,1712,794,-0.3035754706,-3.796074099,-4.099649569,2.218047036,-0.2538180849,1.964228951,0.1990433428,-3.284224068,-3.085180725,-0.1352799321,-0.1352799321,0,-0.1395654987,-4.222867045,-4.362432544,-0.3766653993
Patty Mills,millspa02,201988,,G,73,180,8,SAS,1610612759,San Antonio Spurs,8/11/1988,31,10,St. Mary's (CA),2020,3104,1430,2.915902749,0.1700714063,3.085974156,2.622234045,1.634149064,4.256383109,3.014064803,0.5013076288,3.515372432,4.606408304,4.606408304,0,2.780920743,0.2884343443,3.069355087,0.7872988175
Quinndary Weatherspoon,weathqu01,1629683,G-League,G,75,205,15,SAS,1610612759,San Antonio Spurs,9/10/1996,24,0,Mississippi State Univeristy,2020,57,25,-5.206520928,-13.258537,-18.46505793,-6.716257951,9.19140878,2.475150829,-5.803061009,-9.380817428,-15.18387844,-0.160028821,-0.160028821,0,-4.699637586,-14.7001349,-19.39977248,0.9227951456
Rudy Gay,gayru01,200752,,F-G,80,230,22,SAS,1610612759,San Antonio Spurs,8/17/1986,33,13,Connecticut,2020,2828,1313,-1.231114792,0.4146653263,-0.8164494659,-2.850753273,1.608564292,-1.242188981,-1.669075215,0.728003614,-0.9410716014,1.214111445,1.214111445,0,-1.605505961,-0.4012339363,-2.006739897,0.1956067266
Trey Lyles,lylestr01,1626168,Starter,C,81,234,41,SAS,1610612759,San Antonio Spurs,11/5/1995,23,4,Kentucky,2020,2669,1271,-1.338180428,-1.697999128,-3.036179556,2.401141519,-1.813728891,0.5874126277,-0.6369363124,-1.789818421,-2.426754733,0.209614086,0.209614086,0,-0.5951082559,-1.616560614,-2.21166887,5.37E-04
Chris Boucher,bouchch01,1628449,,F-C,81,200,25,TOR,1610612761,Toronto Raptors,1/11/1993,26,2,Oregon,2020,1541,724,1.479978317,2.387533923,3.867512241,0.3531042058,1.423232954,1.77633716,1.305097889,2.210043625,3.515141514,2.31450429,2.31450429,0,1.575504522,2.082216772,3.657721294,0.01129474421
